quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,reasoning,current_state,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis
"there is every reason to believe will disclose a further large shrinkage in surplus stocks. While many of these have already had a very handsome advance, there are others to whom the maintenance of a copper market would mean so much that the assured prospect of this should call for a further response in their shares.",markets,improve,up,na,vague,assertive,expert,na,industry,False,na,shrinkage of surplus stocks,na,/service/ndnp/uuml/batch_uuml_leipheimer_ver01/data/sn85058397/print/1912011001/0065.xml,1912-01-10,"the evening standard (ogden city, utah) 1910-1913",full_page,improve,,,,False,scope=industry (not US national),,
"The Steel Corporation's statement should also show a handsome increase in orders and though there may be but little profit in these, this concrete evidence of reviving business should not be without effect.",industry,improve,na,na,vague,hedged,expert,na,industry,False,na,increase in orders,na,/service/ndnp/uuml/batch_uuml_leipheimer_ver01/data/sn85058397/print/1912011001/0065.xml,1912-01-10,"the evening standard (ogden city, utah) 1910-1913",full_page,improve,,,,False,scope=industry (not US national),,
"the whole country should begin to show, a quick recovery from the slump of last year.",general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/uuml/batch_uuml_leipheimer_ver01/data/sn85058397/print/1912011001/0065.xml,1912-01-10,"the evening standard (ogden city, utah) 1910-1913",full_page,improve,improve,NBER,1.0,True,,12.0,default
Myron T. Herrick... was optimistic as to tho business outlook In tho United States. Tho ambassador said he did not believe tho anthracite coal strike would be of sufficiently long duration to do any great harm.,general_business,improve,na,na,vague,hedged,official,Myron T. Herrick,national,True,anthracite coal strike duration,strike length determines impact,bad,/service/ndnp/dlc/batch_dlc_hawaiian_ver01/data/sn84026749/00294557696/1912041101/0070.xml,1912-04-11,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,NBER,1.0,True,,12.0,default
Not even a presidential election will be able to make business in 1912 bad.,general_business,improve,na,na,12,assertive,expert,na,national,True,na,na,bad,/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/00415626988/1912011001/0032.xml,1912-01-10,"tonopah daily bonanza (tonopah, nev.) 1906-1929",full_page,improve,improve,NBER,1.0,True,,12.0,stated
"There may be hampered and Wall street may not enjoy the year as much as it might, but the real business of the country is on a lin basis, and is going to e irood.",general_business,improve,na,na,12,hedged,expert,na,national,True,na,na,mixed,/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/00415626988/1912011001/0032.xml,1912-01-10,"tonopah daily bonanza (tonopah, nev.) 1906-1929",full_page,improve,improve,NBER,1.0,True,,12.0,stated
"The unfavorable conditions are the unrest of labor and the prospect of fresh strikes this year, especially in the coal trade.",employment,worsen,na,up,12,hedged,expert,Henry Clews,industry,True,na,labor unrest,bad,/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/00415626988/1912011001/0032.xml,1912-01-10,"tonopah daily bonanza (tonopah, nev.) 1906-1929",full_page,up,,,,False,scope=industry (not US national),,
new enterprises will be checked until the final outcome can be fairly guessed.,general_business,worsen,na,na,vague,hedged,expert,Henry Clews,national,True,unfavorable political conditions,political unrest,bad,/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/00415626988/1912011001/0032.xml,1912-01-10,"tonopah daily bonanza (tonopah, nev.) 1906-1929",full_page,worsen,improve,NBER,0.0,True,,12.0,default
This sugar policy will be severe blow to the south and west.,other,worsen,na,na,vague,assertive,journalist,na,regional,False,na,na,na,/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/00415626988/1912030701/0222.xml,1912-03-07,"tonopah daily bonanza (tonopah, nev.) 1906-1929",full_page,worsen,,,,False,scope=regional (not US national),,
"It will strike with equal force the beet farmers of the semi-arid west and the mill operation of the east; and it will not reduce the cost of living for average ... families, though it will impoverish man v of them.",general_business,worsen,na,up,vague,assertive,journalist,na,regional,False,na,na,na,/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/00415626988/1912030701/0222.xml,1912-03-07,"tonopah daily bonanza (tonopah, nev.) 1906-1929",full_page,worsen,,,,False,scope=regional (not US national),,
"further increases will ... greatly reduce the consumption, and with that most of the mills would have to close.",industry,worsen,down,up,vague,assertive,journalist,na,national,False,na,higher silk duties reduce demand,na,/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/00415626988/1912030701/0222.xml,1912-03-07,"tonopah daily bonanza (tonopah, nev.) 1906-1929",full_page,worsen,,topic 'industry' has no ground-truth series,,False,topic 'industry' has no ground-truth series,12.0,default
All these beet sugar refineries will have to be abandoned.,industry,worsen,na,up,vague,assertive,journalist,na,regional,False,na,loss of sugar policy,na,/service/ndnp/nvln/batch_nvln_aurora_ver02/data/sn86076142/00415626988/1912030701/0222.xml,1912-03-07,"tonopah daily bonanza (tonopah, nev.) 1906-1929",full_page,worsen,,,,False,scope=regional (not US national),,
"which also will increase the value of the reservoir, once It Is completed, since the evaporation Is brought to an exceptionally low flg tire.",other,improve,na,na,vague,assertive,expert,National Copper Bank,regional,True,na,"completion reduces evaporation, raising reservoir value",mixed,/service/ndnp/uuml/batch_uuml_riis_ver02/data/sn83045396/print/1912062901/0583.xml,1912-06-29,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,improve,,,,False,scope=regional (not US national),,
"He Is the son of Mr. and Mrs. B. G. Chandler, and was reared in and near this city. He is Identified with the Golden Rule store and has a very promising business outlook.",general_business,improve,na,na,vague,assertive,journalist,na,regional,False,na,na,na,/service/ndnp/okhi/batch_okhi_kimchee_ver01/data/sn83025020/00415626502/1912061201/0104.xml,1912-06-12,"the vinita daily chieftain (vinita, indian territory [okla.]) 1902-1913",full_page,improve,,,,False,scope=regional (not US national),,
"J. A. Groesbeck, automobile manager for tho Studebaker company, reports good business and predicts an unpre cedented business season In the sale and delivers' of the E M."" F. ""30,"" Flanders ""20,"" Flanders delivery and Studebaker electric, Mr. Groesbeck declares a ro- Beato outlook.",general_business,improve,na,na,vague,assertive,expert,J. A. Groesbeck,industry,True,na,na,good,/service/ndnp/uuml/batch_uuml_riis_ver02/data/sn83045396/print/1912020401/0289.xml,1912-02-04,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,improve,,,,False,scope=industry (not US national),,
"William, W. Reeslnk;. manager"",repor.ts"" a bright outlook for the White ""6,"" R-C-H, Hupp-1'eats electric and White trucjc machinos.. Fine Season Ahead1.",general_business,improve,na,na,vague,assertive,expert,W. Reesink,industry,True,na,na,good,/service/ndnp/uuml/batch_uuml_riis_ver02/data/sn83045396/print/1912020401/0289.xml,1912-02-04,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,improve,,,,False,scope=industry (not US national),,
"W. S. Montgomery, manager of the Automobile' Exchange, declares tjtat a great revival of enthusiasm over the ""American car, including all its types the tourist"", ""scout and travel err-lB ap parent, and expects big business ths ypar.",general_business,improve,na,na,vague,assertive,expert,W. S. Montgomery,industry,True,na,na,good,/service/ndnp/uuml/batch_uuml_riis_ver02/data/sn83045396/print/1912020401/0289.xml,1912-02-04,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,improve,,,,False,scope=industry (not US national),,
"A. O. Whltmore, agent for- the Bdkcr electric, reports encouraging sales and declares better Indications than for any season In the past three or four years.",general_business,improve,na,na,vague,assertive,expert,A. O. Whltmore,industry,True,na,na,good,/service/ndnp/uuml/batch_uuml_riis_ver02/data/sn83045396/print/1912020401/0289.xml,1912-02-04,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,improve,,,,False,scope=industry (not US national),,
"The Utah Motor Car company. i acr tively preparing for a big season in such cars as the .Packard 18-0-36. Prospects for future"" Vales"" were' never"" so brfght; It Is' announced, and past sales this year warrant the exceptionally optimistic view of the, qompany.",general_business,improve,na,na,vague,assertive,expert,na,industry,False,na,na,good,/service/ndnp/uuml/batch_uuml_riis_ver02/data/sn83045396/print/1912020401/0289.xml,1912-02-04,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,improve,,,,False,scope=industry (not US national),,
"S. H, Sharnian. president ""of the company, yesterday declared that the outlook, for the future was better, than at any time since he went Into the business, Pie reports many sales, last we'ek's alone being nine, and says that he Is keeping the wires to the fac tory hot ip an"" effort to take care"" of "".fu ture deliveries. Mr. Sharman says' tho value tof the. lfU2 output of; Cadillac cars will exceed $30,000,000.",general_business,improve,up,na,vague,assertive,expert,S. H. Sharman,industry,True,na,na,good,/service/ndnp/uuml/batch_uuml_riis_ver02/data/sn83045396/print/1912020401/0289.xml,1912-02-04,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,improve,,,,False,scope=industry (not US national),,
"Alex Beverldge, manager .of the Chceseman Auto company, declared yesterday that no better indication' for a good season could be hoped for. The firm deals in Hudson and Stoddard-Day ton cars. Alex Beverldge says that while sales are encouraging, never before have so many cars been sold on a cash basis, arid holds that this is a particularly good sign.",general_business,improve,na,na,vague,assertive,expert,Alex Beverldge,industry,True,na,sales on cash basis indicate improved business,good,/service/ndnp/uuml/batch_uuml_riis_ver02/data/sn83045396/print/1912020401/0289.xml,1912-02-04,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,improve,,,,False,scope=industry (not US national),,
The Randall-Dodd company announces that the lPll outlook Is more promising the casual observer is the utio of the ehain drive.,general_business,improve,na,na,vague,assertive,expert,na,industry,False,na,na,good,/service/ndnp/uuml/batch_uuml_riis_ver02/data/sn83045396/print/1912020401/0289.xml,1912-02-04,"the salt lake tribune (salt lake city, utah) 1890-current",full_page,improve,,,,False,scope=industry (not US national),,
"if the arbitration committee decides that railway engineers are entitl ed^o more pay, then other classes of railway em ployes will be stirred Into aetlon, and the influence upon labor in genera! mar be far reaching.",employment,worsen,na,up,vague,hedged,expert,na,national,False,arbitration committee grants higher pay,higher wages may trigger broader labor unrest,mixed,/service/ndnp/vi/batch_vi_oldenburg_ver01/data/sn90052005/00393349700/1912051901/0221.xml,1912-05-19,"the richmond virginian (richmond, va.) 1910-1920",full_page,up,,no UNRATE before 1948 / outside coverage,,False,no UNRATE before 1948 / outside coverage,12.0,default
the longer outlook affords no little encouragement for confidence.,general_business,improve,na,na,vague,assertive,expert,B. C. FORCES,national,True,na,overall economic conditions seen as improving,mixed,/service/ndnp/vi/batch_vi_oldenburg_ver01/data/sn90052005/00393349700/1912051901/0221.xml,1912-05-19,"the richmond virginian (richmond, va.) 1910-1920",full_page,improve,improve,NBER,1.0,True,,12.0,default
"""Flrbt, very definite Improvement In business conditions from now on; second, relatively little Interference from the coming Presidential campaign; third, a very positive belief that the whole country Will see sustained improvement In general trade after the November elections If harvests are satisfactory.""",general_business,improve,na,na,6,assertive,expert,Fourth National Bank,national,True,if harvests are satisfactory,harvests affect trade,mixed,/service/ndnp/dlc/batch_dlc_hawaiian_ver01/data/sn84026749/00294557702/1912060901/0106.xml,1912-06-09,the washington times (washington [d.c.]) 1902-1939,full_page,improve,improve,NBER,1.0,True,,6.0,stated
